metric_id,metric,formulation_label,metric_definition,iso3c,country_name,first_china_rank1_year,status,source_window,status_label,country_name_plot,year_label,country_label
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,BEL,Belgium,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Belgium,Nunca,Belgium (BEL)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,BEN,Benin,2004,observed_entry,1990-2023 no painel bruto original,Entrada observada,Benin,2004,Benin (BEN)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,BFA,Burkina Faso,1991,observed_entry,1990-2023 no painel bruto original,Entrada observada,Burkina Faso,1991,Burkina Faso (BFA)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,BGD,Bangladesh,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Bangladesh,Nunca,Bangladesh (BGD)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,BGR,Bulgaria,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Bulgaria,Nunca,Bulgaria (BGR)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,BHR,Bahrain,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Bahrain,Nunca,Bahrain (BHR)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,BHS,Bahamas,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Bahamas,Nunca,Bahamas (BHS)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,BIH,Bosnia & Herzegovina,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Bosnia & Herzegovina,Nunca,Bosnia & Herzegovina (BIH)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,BLR,Belarus,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Belarus,Nunca,Belarus (BLR)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,BLZ,Belize,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Belize,Nunca,Belize (BLZ)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,BOL,Bolivia,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Bolivia,Nunca,Bolivia (BOL)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,BRA,Brazil,2009,observed_entry,1990-2023 no painel bruto original,Entrada observada,Brazil,2009,Brazil (BRA)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,BRB,Barbados,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Barbados,Nunca,Barbados (BRB)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,BRN,Brunei,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Brunei,Nunca,Brunei (BRN)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,BTN,Bhutan,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Bhutan,Nunca,Bhutan (BTN)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,BWA,Botswana,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Botswana,Nunca,Botswana (BWA)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,CAF,Central African Republic,2013,observed_entry,1990-2023 no painel bruto original,Entrada observada,Central African Republic,2013,Central African Republic (CAF)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,CAN,Canada,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Canada,Nunca,Canada (CAN)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,CHE,Switzerland,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Switzerland,Nunca,Switzerland (CHE)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,CHL,Chile,2008,observed_entry,1990-2023 no painel bruto original,Entrada observada,Chile,2008,Chile (CHL)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,CIV,Côte d’Ivoire,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Côte d'Ivoire,Nunca,Côte d'Ivoire (CIV)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,CMR,Cameroon,2012,observed_entry,1990-2023 no painel bruto original,Entrada observada,Cameroon,2012,Cameroon (CMR)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,COD,Congo - Kinshasa,2008,observed_entry,1990-2023 no painel bruto original,Entrada observada,Congo - Kinshasa,2008,Congo - Kinshasa (COD)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,COG,Congo - Brazzaville,2003,observed_entry,1990-2023 no painel bruto original,Entrada observada,Congo - Brazzaville,2003,Congo - Brazzaville (COG)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,COL,Colombia,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Colombia,Nunca,Colombia (COL)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,COM,Comoros,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Comoros,Nunca,Comoros (COM)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,CPV,Cape Verde,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Cape Verde,Nunca,Cape Verde (CPV)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,CRI,Costa Rica,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Costa Rica,Nunca,Costa Rica (CRI)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,CSK,,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,,Nunca,NA (CSK)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,CUB,Cuba,2004,observed_entry,1990-2023 no painel bruto original,Entrada observada,Cuba,2004,Cuba (CUB)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,CYP,Cyprus,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Cyprus,Nunca,Cyprus (CYP)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,CZE,Czechia,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Czechia,Nunca,Czechia (CZE)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,DEU,Germany,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Germany,Nunca,Germany (DEU)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,DJI,Djibouti,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Djibouti,Nunca,Djibouti (DJI)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,DMA,Dominica,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Dominica,Nunca,Dominica (DMA)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,DNK,Denmark,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Denmark,Nunca,Denmark (DNK)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,DOM,Dominican Republic,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Dominican Republic,Nunca,Dominican Republic (DOM)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,DZA,Algeria,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Algeria,Nunca,Algeria (DZA)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,ECU,Ecuador,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Ecuador,Nunca,Ecuador (ECU)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,EGY,Egypt,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Egypt,Nunca,Egypt (EGY)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,ERI,Eritrea,2014,observed_entry,1990-2023 no painel bruto original,Entrada observada,Eritrea,2014,Eritrea (ERI)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,ESP,Spain,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Spain,Nunca,Spain (ESP)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,EST,Estonia,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Estonia,Nunca,Estonia (EST)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,ETH,Ethiopia,2009,observed_entry,1990-2023 no painel bruto original,Entrada observada,Ethiopia,2009,Ethiopia (ETH)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,FIN,Finland,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Finland,Nunca,Finland (FIN)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,FJI,Fiji,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Fiji,Nunca,Fiji (FJI)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,FRA,France,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,France,Nunca,France (FRA)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,FSM,Micronesia (Federated States of),,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Micronesia (Federated States of),Nunca,Micronesia (Federated States of) (FSM)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,GAB,Gabon,2017,observed_entry,1990-2023 no painel bruto original,Entrada observada,Gabon,2017,Gabon (GAB)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,GBR,United Kingdom,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,United Kingdom,Nunca,United Kingdom (GBR)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,GEO,Georgia,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Georgia,Nunca,Georgia (GEO)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,GHA,Ghana,2019,observed_entry,1990-2023 no painel bruto original,Entrada observada,Ghana,2019,Ghana (GHA)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,GIN,Guinea,2019,observed_entry,1990-2023 no painel bruto original,Entrada observada,Guinea,2019,Guinea (GIN)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,GMB,Gambia,2011,observed_entry,1990-2023 no painel bruto original,Entrada observada,Gambia,2011,Gambia (GMB)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,GNB,Guinea-Bissau,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Guinea-Bissau,Nunca,Guinea-Bissau (GNB)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,GNQ,Equatorial Guinea,2006,observed_entry,1990-2023 no painel bruto original,Entrada observada,Equatorial Guinea,2006,Equatorial Guinea (GNQ)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,GRC,Greece,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Greece,Nunca,Greece (GRC)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,GRD,Grenada,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Grenada,Nunca,Grenada (GRD)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,GTM,Guatemala,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Guatemala,Nunca,Guatemala (GTM)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,GUY,Guyana,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Guyana,Nunca,Guyana (GUY)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,HND,Honduras,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Honduras,Nunca,Honduras (HND)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,HRV,Croatia,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Croatia,Nunca,Croatia (HRV)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,HTI,Haiti,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Haiti,Nunca,Haiti (HTI)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,HUN,Hungary,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Hungary,Nunca,Hungary (HUN)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,IDN,Indonesia,2013,observed_entry,1990-2023 no painel bruto original,Entrada observada,Indonesia,2013,Indonesia (IDN)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,IND,India,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,India,Nunca,India (IND)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,IRL,Ireland,,never_observed,1990-2023 no painel bruto original,Nunca observado #1,Ireland,Nunca,Ireland (IRL)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,IRN,Iran,2007,observed_entry,1990-2023 no painel bruto original,Entrada observada,Iran,2007,Iran (IRN)
M1,original_itpde_exports_no_sector_filter,"M1. Original do pipeline:
exportações ITPD-E
sem filtro setorial",Métrica original do pipeline: soma ITPD-E trade por país-parceiro-ano sem filtrar broad_sector; portanto não é estritamente goods-only.,IRQ,Iraq,2014,observed_entry,1990-2023 no painel bruto original,Entrada observada,Iraq,2014,Iraq (IRQ)
