anchor_id,anchor_label,anchor_type,member_iso3c,member_name,start_year,end_year,construction_note
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,CMR,Cameroon,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,COD,Congo - Kinshasa,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,COG,Congo - Brazzaville,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,COL,Colombia,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,COM,Comoros,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,CPV,Cape Verde,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,CRI,Costa Rica,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,CUB,Cuba,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,DJI,Djibouti,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,DMA,Dominica,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,DOM,Dominican Republic,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,DZA,Algeria,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,ECU,Ecuador,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,EGY,Egypt,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,ERI,Eritrea,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,ETH,Ethiopia,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,FJI,Fiji,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,FSM,Micronesia (Federated States of),2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,GAB,Gabon,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,GHA,Ghana,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,GIN,Guinea,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,GMB,Gambia,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,GNB,Guinea-Bissau,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,GNQ,Equatorial Guinea,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,GRD,Grenada,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,GTM,Guatemala,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,GUY,Guyana,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,HND,Honduras,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,HTI,Haiti,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,IDN,Indonesia,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,IND,India,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,IRN,Iran,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,IRQ,Iraq,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,JAM,Jamaica,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,JOR,Jordan,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,KEN,Kenya,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,KHM,Cambodia,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,KNA,St. Kitts & Nevis,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,KWT,Kuwait,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,LAO,Laos,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,LBN,Lebanon,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,LBR,Liberia,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,LBY,Libya,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,LCA,St. Lucia,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,LKA,Sri Lanka,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,LSO,Lesotho,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,MAR,Morocco,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,MDG,Madagascar,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,MDV,Maldives,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,MLI,Mali,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,MMR,Myanmar (Burma),2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,MNG,Mongolia,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,MOZ,Mozambique,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,MRT,Mauritania,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,MUS,Mauritius,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,MWI,Malawi,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,MYS,Malaysia,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,NAM,Namibia,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,NER,Niger,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,NGA,Nigeria,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,NIC,Nicaragua,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,NPL,Nepal,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,NRU,Nauru,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,OMN,Oman,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,PAK,Pakistan,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,PAN,Panama,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,PER,Peru,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,PHL,Philippines,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,PNG,Papua New Guinea,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,PRK,North Korea,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,PRY,Paraguay,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,PSE,Palestinian Territories,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,QAT,Qatar,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,RWA,Rwanda,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,SAU,Saudi Arabia,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,SDN,Sudan,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,SEN,Senegal,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,SGP,Singapore,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,SLB,Solomon Islands,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,SLE,Sierra Leone,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,SLV,El Salvador,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,SOM,Somalia,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,SSD,South Sudan,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,STP,São Tomé & Príncipe,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,SUR,Suriname,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,SWZ,Eswatini,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,SYC,Seychelles,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,SYR,Syria,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,TCD,Chad,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,TGO,Togo,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,THA,Thailand,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,TJK,Tajikistan,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,TKM,Turkmenistan,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,TLS,Timor-Leste,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,TON,Tonga,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,TTO,Trinidad & Tobago,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,TUN,Tunisia,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,TZA,Tanzania,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,UGA,Uganda,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,URY,Uruguay,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,VCT,St. Vincent & Grenadines,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,VEN,Venezuela,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,VNM,Vietnam,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,VUT,Vanuatu,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,WSM,Samoa,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,YEM,Yemen,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,ZAF,South Africa,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,ZMB,Zambia,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
g77_fixed,"G77 modal vote excluding Brazil and China, fixed official member list",bloc_modal,ZWE,Zimbabwe,2005,2012,"Fixed official Group of 77 member list, excluding Brazil and China; not year-varying."
india,India,individual,IND,India,2005,2012,Individual-country pairwise anchor.
latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,ARG,Argentina,2005,2012,"Countrycode South/Central America peer set, excluding Brazil, Caribbean countries, and non-voting territories absent from unvotes."
latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,BLZ,Belize,2005,2012,"Countrycode South/Central America peer set, excluding Brazil, Caribbean countries, and non-voting territories absent from unvotes."
latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,BOL,Bolivia,2005,2012,"Countrycode South/Central America peer set, excluding Brazil, Caribbean countries, and non-voting territories absent from unvotes."
latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,CHL,Chile,2005,2012,"Countrycode South/Central America peer set, excluding Brazil, Caribbean countries, and non-voting territories absent from unvotes."
latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,COL,Colombia,2005,2012,"Countrycode South/Central America peer set, excluding Brazil, Caribbean countries, and non-voting territories absent from unvotes."
latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,CRI,Costa Rica,2005,2012,"Countrycode South/Central America peer set, excluding Brazil, Caribbean countries, and non-voting territories absent from unvotes."
latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,ECU,Ecuador,2005,2012,"Countrycode South/Central America peer set, excluding Brazil, Caribbean countries, and non-voting territories absent from unvotes."
latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,GTM,Guatemala,2005,2012,"Countrycode South/Central America peer set, excluding Brazil, Caribbean countries, and non-voting territories absent from unvotes."
latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,GUY,Guyana,2005,2012,"Countrycode South/Central America peer set, excluding Brazil, Caribbean countries, and non-voting territories absent from unvotes."
latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,HND,Honduras,2005,2012,"Countrycode South/Central America peer set, excluding Brazil, Caribbean countries, and non-voting territories absent from unvotes."
latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,MEX,Mexico,2005,2012,"Countrycode South/Central America peer set, excluding Brazil, Caribbean countries, and non-voting territories absent from unvotes."
latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,NIC,Nicaragua,2005,2012,"Countrycode South/Central America peer set, excluding Brazil, Caribbean countries, and non-voting territories absent from unvotes."
latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,PAN,Panama,2005,2012,"Countrycode South/Central America peer set, excluding Brazil, Caribbean countries, and non-voting territories absent from unvotes."
latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,PER,Peru,2005,2012,"Countrycode South/Central America peer set, excluding Brazil, Caribbean countries, and non-voting territories absent from unvotes."
latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,PRY,Paraguay,2005,2012,"Countrycode South/Central America peer set, excluding Brazil, Caribbean countries, and non-voting territories absent from unvotes."
latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,SLV,El Salvador,2005,2012,"Countrycode South/Central America peer set, excluding Brazil, Caribbean countries, and non-voting territories absent from unvotes."
latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,SUR,Suriname,2005,2012,"Countrycode South/Central America peer set, excluding Brazil, Caribbean countries, and non-voting territories absent from unvotes."
latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,URY,Uruguay,2005,2012,"Countrycode South/Central America peer set, excluding Brazil, Caribbean countries, and non-voting territories absent from unvotes."
latin_america_peers,"Latin American peer modal vote excluding Brazil, non-Caribbean",bloc_modal,VEN,Venezuela,2005,2012,"Countrycode South/Central America peer set, excluding Brazil, Caribbean countries, and non-voting territories absent from unvotes."
russia,Russia,individual,RUS,Russia,2005,2012,Individual-country pairwise anchor.
