iso3c,country_name,entry_year,incumbent_partner_name,incumbent_partner_iso3,window_start_year,window_end_year,query_used,language_scope,source_strategy,accessed_at,notes
MMR,Myanmar (Burma),2014,Thailand,THA,2013,2015,"""Myanmar (Burma)"" ""Thailand"" trade exports 2013 2015",English plus local-language variants where relevant,"local newspaper, national news agency, official statistics/trade ministry, and supplemental archived/international context",2026-05-23T22:04:48+00:00,Search terms logged for reproducibility; raw files are preserved for located URLs.
MMR,Myanmar (Burma),2014,Thailand,THA,2013,2015,"""China"" ""Myanmar (Burma)"" ""Thailand"" overtook displaced replaced 2013 2015",English plus local-language variants where relevant,"local newspaper, national news agency, official statistics/trade ministry, and supplemental archived/international context",2026-05-23T22:04:48+00:00,Search terms logged for reproducibility; raw files are preserved for located URLs.
SAU,Saudi Arabia,2015,United States,USA,2014,2016,"""Saudi Arabia"" ""United States"" ""largest export market"" 2014 2016",English plus local-language variants where relevant,"local newspaper, national news agency, official statistics/trade ministry, and supplemental archived/international context",2026-05-23T22:04:48+00:00,Search terms logged for reproducibility; raw files are preserved for located URLs.
SAU,Saudi Arabia,2015,United States,USA,2014,2016,"""Saudi Arabia"" ""United States"" ""top export destination"" 2014 2016",English plus local-language variants where relevant,"local newspaper, national news agency, official statistics/trade ministry, and supplemental archived/international context",2026-05-23T22:04:48+00:00,Search terms logged for reproducibility; raw files are preserved for located URLs.
SAU,Saudi Arabia,2015,United States,USA,2014,2016,"""Saudi Arabia"" ""United States"" trade exports 2014 2016",English plus local-language variants where relevant,"local newspaper, national news agency, official statistics/trade ministry, and supplemental archived/international context",2026-05-23T22:04:48+00:00,Search terms logged for reproducibility; raw files are preserved for located URLs.
SAU,Saudi Arabia,2015,United States,USA,2014,2016,"""China"" ""Saudi Arabia"" ""United States"" overtook displaced replaced 2014 2016",English plus local-language variants where relevant,"local newspaper, national news agency, official statistics/trade ministry, and supplemental archived/international context",2026-05-23T22:04:48+00:00,Search terms logged for reproducibility; raw files are preserved for located URLs.
GAB,Gabon,2017,Congo - Brazzaville,COG,2016,2018,"""Gabon"" ""Congo - Brazzaville"" ""largest export market"" 2016 2018",English plus local-language variants where relevant,"local newspaper, national news agency, official statistics/trade ministry, and supplemental archived/international context",2026-05-23T22:04:48+00:00,Search terms logged for reproducibility; raw files are preserved for located URLs.
GAB,Gabon,2017,Congo - Brazzaville,COG,2016,2018,"""Gabon"" ""Congo - Brazzaville"" ""top export destination"" 2016 2018",English plus local-language variants where relevant,"local newspaper, national news agency, official statistics/trade ministry, and supplemental archived/international context",2026-05-23T22:04:48+00:00,Search terms logged for reproducibility; raw files are preserved for located URLs.
GAB,Gabon,2017,Congo - Brazzaville,COG,2016,2018,"""Gabon"" ""Congo - Brazzaville"" trade exports 2016 2018",English plus local-language variants where relevant,"local newspaper, national news agency, official statistics/trade ministry, and supplemental archived/international context",2026-05-23T22:04:48+00:00,Search terms logged for reproducibility; raw files are preserved for located URLs.
GAB,Gabon,2017,Congo - Brazzaville,COG,2016,2018,"""China"" ""Gabon"" ""Congo - Brazzaville"" overtook displaced replaced 2016 2018",English plus local-language variants where relevant,"local newspaper, national news agency, official statistics/trade ministry, and supplemental archived/international context",2026-05-23T22:04:48+00:00,Search terms logged for reproducibility; raw files are preserved for located URLs.
KWT,Kuwait,2018,South Korea,KOR,2017,2019,"""Kuwait"" ""South Korea"" ""largest export market"" 2017 2019",English plus local-language variants where relevant,"local newspaper, national news agency, official statistics/trade ministry, and supplemental archived/international context",2026-05-23T22:04:48+00:00,Search terms logged for reproducibility; raw files are preserved for located URLs.
KWT,Kuwait,2018,South Korea,KOR,2017,2019,"""Kuwait"" ""South Korea"" ""top export destination"" 2017 2019",English plus local-language variants where relevant,"local newspaper, national news agency, official statistics/trade ministry, and supplemental archived/international context",2026-05-23T22:04:48+00:00,Search terms logged for reproducibility; raw files are preserved for located URLs.
KWT,Kuwait,2018,South Korea,KOR,2017,2019,"""Kuwait"" ""South Korea"" trade exports 2017 2019",English plus local-language variants where relevant,"local newspaper, national news agency, official statistics/trade ministry, and supplemental archived/international context",2026-05-23T22:04:48+00:00,Search terms logged for reproducibility; raw files are preserved for located URLs.
KWT,Kuwait,2018,South Korea,KOR,2017,2019,"""China"" ""Kuwait"" ""South Korea"" overtook displaced replaced 2017 2019",English plus local-language variants where relevant,"local newspaper, national news agency, official statistics/trade ministry, and supplemental archived/international context",2026-05-23T22:04:48+00:00,Search terms logged for reproducibility; raw files are preserved for located URLs.
QAT,Qatar,2021,Japan,JPN,2020,2022,"""Qatar"" ""Japan"" ""largest export market"" 2020 2022",English plus local-language variants where relevant,"local newspaper, national news agency, official statistics/trade ministry, and supplemental archived/international context",2026-05-23T22:04:48+00:00,Search terms logged for reproducibility; raw files are preserved for located URLs.
QAT,Qatar,2021,Japan,JPN,2020,2022,"""Qatar"" ""Japan"" ""top export destination"" 2020 2022",English plus local-language variants where relevant,"local newspaper, national news agency, official statistics/trade ministry, and supplemental archived/international context",2026-05-23T22:04:48+00:00,Search terms logged for reproducibility; raw files are preserved for located URLs.
QAT,Qatar,2021,Japan,JPN,2020,2022,"""Qatar"" ""Japan"" trade exports 2020 2022",English plus local-language variants where relevant,"local newspaper, national news agency, official statistics/trade ministry, and supplemental archived/international context",2026-05-23T22:04:48+00:00,Search terms logged for reproducibility; raw files are preserved for located URLs.
QAT,Qatar,2021,Japan,JPN,2020,2022,"""China"" ""Qatar"" ""Japan"" overtook displaced replaced 2020 2022",English plus local-language variants where relevant,"local newspaper, national news agency, official statistics/trade ministry, and supplemental archived/international context",2026-05-23T22:04:48+00:00,Search terms logged for reproducibility; raw files are preserved for located URLs.
